instant,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,year,day,dayofweek,hour
274,4,0,10,0,6,0,2,0.44411815857645076,0.4381489011144795,0.775064267352185,0.5343256978015805,2429,2011,1,5,0
275,4,0,10,0,0,0,2,0.3766111595336217,0.34948565709983265,0.8140534704370179,0.3822160016985001,2918,2011,2,6,0
276,4,0,10,0,1,1,2,0.41141967346829245,0.41082377822559046,0.7823475578406168,0.08210607964814556,3570,2011,3,0,0
285,4,0,10,0,3,1,3,0.6128862890655951,0.5757839318773935,0.9318766066838045,0.43878289734959947,2416,2011,12,2,0
286,4,0,10,0,4,1,2,0.6709013227994753,0.6205277212761331,0.922022622107969,0.2085872083976204,2913,2011,13,3,0
287,4,0,10,0,5,1,2,0.6223795201386872,0.5914804212613267,0.736503856041131,0.3862631415717662,3644,2011,14,4,0
292,4,0,10,0,3,1,3,0.6108686610215273,0.5707053470449435,0.920531619537275,0.4283707102211058,2424,2011,19,2,0
299,4,0,10,0,3,1,2,0.5379960877761866,0.5168846865900157,0.7407886889460152,0.22342311418972682,3894,2011,26,2,0
300,4,0,10,0,4,1,2,0.5200640071611872,0.4961450535187543,0.8359043701799485,0.3297330381013329,2659,2011,27,3,0
301,4,0,10,0,5,1,2,0.34391140866132025,0.3146942663052894,0.602398971722365,0.39837426174866297,3747,2011,28,4,0
302,4,0,10,0,6,0,3,0.24687033486803017,0.1953770570303155,0.9074550128534702,0.6621785256161228,627,2011,29,5,0
303,4,0,10,0,0,0,1,0.32914500416816134,0.31799816861164165,0.6413881748071979,0.2839678938446032,3331,2011,30,6,0
304,4,0,10,0,1,1,1,0.35551466856092495,0.3635912328582994,0.723221593830334,0.1318928256762673,3669,2011,31,0,0
305,4,0,11,0,2,1,1,0.4325148986768461,0.41744208391833093,0.7030848329048842,0.19513425574937335,4068,2011,1,1,0
307,4,0,11,0,4,1,1,0.4420081297499382,0.42903658891316965,0.7219362467866323,0.19783090616760304,3974,2011,3,3,0
308,4,0,11,0,5,1,2,0.4356793090345435,0.4257169349867633,0.640102827763496,0.4899218642294948,4046,2011,4,4,0
309,4,0,11,0,6,0,1,0.33863823524125336,0.32131257199802987,0.5338478149100256,0.3109019343380772,3926,2011,5,5,0
310,4,0,11,0,0,0,1,0.3660622811652018,0.3718542702116912,0.755355269922879,0.10095319883122061,3649,2011,6,6,0
311,4,0,11,0,1,1,1,0.4251316964302667,0.42240778214039304,0.7802056555269922,0.025574244780975086,4035,2011,7,0,0
313,4,0,11,0,3,1,1,0.43146051714566136,0.43318189025741294,0.7797768637532133,0.036332278407729623,4109,2011,9,2,0
314,4,0,11,0,4,1,2,0.40614523428408256,0.38676974176794077,0.8363321336760924,0.31091275556768494,2933,2011,10,3,0
315,4,0,11,1,5,0,1,0.33547382488355604,0.2989492094261894,0.4588688946015423,0.58275935727956,3368,2011,11,4,0
316,4,0,11,0,6,0,1,0.3766111595336217,0.3660576740317741,0.5685521850899742,0.36067959053332854,4067,2011,12,5,0
317,4,0,11,0,0,0,1,0.4831454644000037,0.4613654764392517,0.4712935732647814,0.5114387971813725,3717,2011,13,6,0
320,4,0,11,0,3,1,3,0.5031875738415157,0.4895057456659417,0.9562982005141387,0.19785687711866146,1817,2011,16,2,0
321,4,0,11,0,4,1,2,0.3576246973874375,0.3204816740401749,0.5921161953727506,0.5626037350123264,3053,2011,17,3,0
322,4,0,11,0,5,1,1,0.27218561772960903,0.25419360631240917,0.42159383033419007,0.26647212981493307,3392,2011,18,4,0
323,4,0,11,0,6,0,1,0.34180264559895074,0.32213821941586684,0.5162807197943443,0.3875898243216657,3663,2011,19,5,0
324,4,0,11,0,0,0,2,0.51162515761928,0.4961608051388085,0.7039413881748071,0.3041668010302676,3520,2011,20,6,0
325,4,0,11,0,1,1,3,0.49158431394191104,0.48041443562470393,0.93573264781491,0.200508078372539,2765,2011,21,0,0
326,4,0,11,0,2,1,3,0.4525570081183581,0.4497434061093183,0.9897172236503855,0.15882037343197675,1607,2011,22,1,0
327,4,0,11,0,3,1,2,0.4831454644000037,0.4613484121841931,0.7793491002570693,0.6285331585199759,2566,2011,23,2,0
328,4,0,11,1,4,0,1,0.3977063847421753,0.385128948012303,0.5646961439588687,0.2638122715773695,1495,2011,24,3,0
329,4,0,11,0,5,1,1,0.39981641356868786,0.3958925550492867,0.6619537275064267,0.11576010372797851,2792,2011,25,4,0
330,4,0,11,0,6,0,1,0.40087079509987256,0.4016891512292039,0.7009429305912596,0.0498047092692705,3068,2011,26,5,0
331,4,0,11,0,0,0,1,0.506351984199213,0.4945095103031346,0.7180802056555269,0.35395311420920506,3071,2011,27,6,0
332,4,0,11,0,1,1,1,0.5624392591431839,0.5395617689279342,0.7640544987146528,0.20931223078133387,3867,2011,28,0,0
333,4,0,11,0,2,1,2,0.5052963369038852,0.48870110040817694,0.8543269922879176,0.46029983030147714,2914,2011,29,1,0
334,4,0,11,0,3,1,1,0.3365282064147408,0.30473005398605246,0.6306766066838045,0.48857786751222304,3613,2011,30,2,0
335,4,0,12,0,4,1,1,0.32070615462625407,0.297291351415493,0.5394169665809767,0.378201325514057,3727,2011,1,3,0
336,4,0,12,0,5,1,1,0.32281618345276664,0.3312610326972128,0.6435300771208224,0.11978170549937053,3940,2011,2,4,0
337,4,0,12,0,6,0,1,0.3038297213065826,0.30392015818826956,0.6302488431876606,0.1090238882972081,3614,2011,3,5,0
338,4,0,12,0,0,0,1,0.34391140866132025,0.3544513553218948,0.7977717223650385,0.0834316802750843,3485,2011,4,6,0
339,4,0,12,0,1,1,2,0.41352843653066196,0.4132902193990652,0.8504709511568123,0.0363593314817488,3811,2011,5,0,0
340,4,0,12,0,2,1,3,0.5105707760880952,0.4952970913058407,0.9764349614395885,0.40509208108910044,2594,2011,6,1,0
341,4,0,12,0,3,1,3,0.44411815857645076,0.42158738526257417,0.9978580976863751,0.47779343008522573,705,2011,7,2,0
342,4,0,12,0,4,1,1,0.2616367393611891,0.23347628803622444,0.5964010282776349,0.4212698193525571,3322,2011,8,3,0
343,4,0,12,0,5,1,1,0.29328084293816264,0.31302721984956144,0.7155095115681233,0.08074455253890936,3620,2011,9,4,0
344,4,0,12,0,6,0,1,0.2732399992607938,0.2459121920689542,0.5218508997429304,0.40647286998703824,3190,2011,10,5,0
345,4,0,12,0,0,0,1,0.20467735292263678,0.2285092771791578,0.5038560411311053,0.04573787475811847,2743,2011,11,6,0
346,4,0,12,0,1,1,1,0.2268282254265182,0.25087920292602084,0.6898025706940873,0.039046675642515905,3310,2011,12,0,0
347,4,0,12,0,2,1,1,0.2827332303338858,0.29149475523557594,0.6066838046272492,0.20591003619268455,3523,2011,13,1,0
348,4,0,12,0,3,1,2,0.3270349753416487,0.3403562806434641,0.6825192802056553,0.03365402407983292,3740,2011,14,2,0
349,4,0,12,0,4,1,2,0.4599402103649375,0.4373271916016562,0.6520997429305911,0.48183407722072724,3709,2011,15,3,0
350,4,0,12,0,5,1,2,0.39981641356868786,0.36852936574526685,0.5145676092544986,0.4656736529246428,3577,2011,16,4,0
351,4,0,12,0,6,0,2,0.25214350828809706,0.2235435789570957,0.576692030848329,0.42799845992260216,2739,2011,17,5,0
352,4,0,12,0,0,0,1,0.2268282254265182,0.21856606701999293,0.6028277634961439,0.2691687802331629,2431,2011,18,6,0
353,4,0,12,0,1,1,1,0.27535002808730635,0.264972964969447,0.6555269922879176,0.27591473477058015,3403,2011,19,0,0
354,4,0,12,0,2,1,2,0.41352843653066196,0.4166098733254714,0.6122539845758354,0.03497962470677174,3750,2011,20,1,0
355,1,0,12,0,3,1,2,0.467323412611517,0.4580405719728273,0.8826046272493573,0.3808893189486006,2660,2011,21,2,0
356,1,0,12,0,4,1,2,0.4609945918961223,0.455551816004276,0.7789203084832903,0.004039997861725042,3068,2011,22,3,0
357,1,0,12,0,5,1,1,0.3977063847421753,0.3917472537050435,0.7056555269922878,0.49526105891791583,2209,2011,23,4,0
358,1,0,12,0,6,0,1,0.30804851319546467,0.2890059992670245,0.5578406169665808,0.3135899277726208,1011,2011,24,5,0
359,1,0,12,0,0,0,1,0.27296532844174565,0.2636970837450631,0.7005696658097685,0.23738033613769105,754,2011,25,6,0
360,1,0,12,1,1,0,1,0.3324005495441604,0.3103927613955095,0.5212925449871464,0.4199864215210882,1317,2011,26,0,0
361,1,0,12,0,2,1,2,0.3365282064147408,0.32627301968007405,0.7840616966580976,0.30957741583409926,1162,2011,27,1,0
362,1,0,12,0,3,1,1,0.3037828880332886,0.2637141480001217,0.5181624678663238,0.5379291672609323,2302,2011,28,2,0
363,1,0,12,0,4,1,1,0.23948586685730766,0.24260435185758852,0.5904030848329047,0.16016220590332703,2423,2011,29,3,0
364,1,0,12,0,5,1,1,0.3196517730950693,0.3146942663052894,0.6546704370179948,0.1924635762822021,2999,2011,30,4,0
365,1,0,12,0,6,0,1,0.44411815857645076,0.4398001959501534,0.633247300771208,0.37819266853037087,2485,2011,31,5,0
366,1,1,1,0,0,0,1,0.39348759285329316,0.38926374827651017,0.7120822622107968,0.31762191792443617,2294,2012,1,6,0
367,1,1,1,1,1,0,1,0.27076289883278826,0.22739353742532412,0.39208637532133667,0.6152014036433346,1951,2012,2,0,0
368,1,1,1,0,2,1,1,0.1150194813759261,0.06196346044190637,0.4537275064267351,0.69312724229404,2236,2012,3,1,0
369,1,1,1,0,3,1,2,0.061224505295071174,0.05285639878061449,0.4263064267352184,0.30146149362835173,2368,2012,4,2,0
370,1,1,1,0,4,1,1,0.2616367393611891,0.26166381212307677,0.5389892030848329,0.18304910652353493,3272,2012,5,3,0
371,1,1,1,0,5,1,1,0.34813146631434544,0.34285685032705604,0.557411825192802,0.2651194761139752,4098,2012,6,4,0
373,1,1,1,0,0,0,1,0.35235025820322763,0.3428450366120155,0.47814910025706936,0.31626926422347823,3425,2012,8,6,0
374,1,1,1,0,1,1,2,0.20889741057566197,0.22106007352856233,0.7215084832904883,0.11576919356084894,2376,2012,9,0,0
375,1,1,1,0,2,1,1,0.3158911878259818,0.3147126431953526,0.6648041131105398,0.3076339229965629,3598,2012,10,1,0
376,1,1,1,0,3,1,2,0.27218561772960903,0.26745121985796233,0.8714652956298199,0.18571978599070627,2177,2012,11,2,0
377,1,1,1,0,4,1,2,0.4093096446417799,0.39755566360000116,0.8256215938303341,0.29338236360327025,4097,2012,12,3,0
378,1,1,1,0,5,1,1,0.27218561772960903,0.22353176524205506,0.5218508997429304,0.7200439688201417,3214,2012,13,4,0
379,1,1,1,0,6,0,1,0.15299240566829442,0.13653688031814065,0.4704370179948585,0.30683531625151733,2493,2012,14,5,0
380,1,1,1,0,0,0,1,0.13611597234862288,0.1083651078513424,0.43102005141388167,0.4455093736737229,2311,2012,15,6,0
381,1,1,1,1,1,0,1,0.16565004709908382,0.14648140311231006,0.537275064267352,0.4024408798352229,2298,2012,16,0,0
382,1,1,1,0,2,1,2,0.3973393131406824,0.37437452942035077,0.7363362467866323,0.6573284505059681,2935,2012,17,1,0
383,1,1,1,0,3,1,1,0.3091028947266494,0.25751851077883353,0.45586940874035975,0.8008157908576623,3376,2012,18,2,0
384,1,1,1,0,4,1,1,0.16565004709908382,0.14566100623449119,0.511568123393316,0.378201325514057,3292,2012,19,3,0
385,1,1,1,0,5,1,2,0.20045856103375465,0.18624768057394697,0.4627249357326477,0.3405261325120164,3163,2012,20,4,0
386,1,1,1,0,6,0,2,0.14455355612638715,0.12575752166110277,0.8547557840616966,0.3835773123831442,1301,2012,21,5,0
387,1,1,1,0,0,0,2,0.130841533164413,0.10918550472916133,0.8187660668380461,0.33379099920420674,1977,2012,22,6,0
388,1,1,1,0,1,1,2,0.20151294256493946,0.2152569141736227,0.9370179948586117,0.14132460940230665,2432,2012,23,0,0
391,1,1,1,0,4,1,2,0.3576246973874375,0.36357416860324077,0.7913449871465295,0.06057183272889555,4075,2012,26,3,0
392,1,1,1,0,5,1,2,0.46310462072263486,0.4414567413258453,0.7622107969151669,0.6433409291151024,3456,2012,27,4,0
393,1,1,1,0,6,0,1,0.32492494651513615,0.3246269753844182,0.5586971722365037,0.35801107531207876,4023,2012,28,5,0
394,1,1,1,0,0,0,1,0.2827332303338858,0.25419360631240917,0.320051413881748,0.4212525053851849,3243,2012,29,6,0
395,1,1,1,0,1,1,1,0.2658567970142143,0.24094124330687405,0.4121676092544986,0.36875222782064543,3624,2012,30,0,0
398,1,1,2,0,4,1,2,0.4304061356144766,0.4199137756318237,0.6919455012853469,0.30684397323520346,3761,2012,2,3,0
399,1,1,2,0,5,1,1,0.32176053615743877,0.30226886335259573,0.5415598971722364,0.28803451193116303,4151,2012,3,4,0
400,1,1,2,0,6,0,2,0.25952797629881963,0.2541988568524272,0.8016277634961438,0.16553819277241416,2832,2012,4,5,0
401,1,1,2,0,0,0,2,0.2616367393611891,0.24342999927542544,0.7073696658097686,0.28262389712733144,2947,2012,5,6,0
402,1,1,2,0,1,1,1,0.28287119862548143,0.28530961909432384,0.6397676092544986,0.2345862946529923,3784,2012,6,0,0
404,1,1,2,0,3,1,2,0.25003474522572755,0.24592400578399484,0.743359383033419,0.19113040079453794,2802,2012,8,2,0
405,1,1,2,0,4,1,1,0.2605823578300044,0.24010509480900105,0.5779773778920307,0.3216690577977022,3830,2012,9,3,0
406,1,1,2,0,5,1,2,0.28062320150737324,0.28154498190138844,0.5552699228791773,0.15478838328016142,3831,2012,10,4,0
407,1,1,2,0,6,0,3,0.20889741057566197,0.17300188074343442,0.7519280205655525,0.5289150829977489,2169,2012,11,5,0
408,1,1,2,0,0,0,1,0.08653978815664998,0.029650324535878403,0.4777203084832904,0.7873606739634937,1529,2012,12,6,0
409,1,1,2,0,1,1,1,0.2067873817491494,0.1953770570303155,0.42287917737789193,0.26376682241301724,3422,2012,13,0,0
410,1,1,2,0,2,1,2,0.32914500416816134,0.334559684463547,0.5231362467866323,0.20727134687732857,3922,2012,14,1,0
411,1,1,2,0,3,1,1,0.3660622811652018,0.3577710092483012,0.5462724935732647,0.2947523312716005,4169,2012,15,2,0
412,1,1,2,0,4,1,2,0.32598059381046396,0.32959267360648037,0.774207712082262,0.0995914552973923,3005,2012,16,3,0
413,1,1,2,0,5,1,1,0.35973346044980703,0.3577710092483012,0.6525275064267351,0.3472266378850815,4154,2012,17,4,0
415,1,1,2,0,0,0,2,0.27956881997618854,0.24509310782613988,0.5304195372750642,0.4495218856122445,2689,2012,19,6,0
416,1,1,2,1,1,0,1,0.27956881997618854,0.25507307176543104,0.5221861182519278,0.3975172203637361,3129,2012,20,0,0
417,1,1,2,0,2,1,1,0.28947469015992433,0.2835861293334019,0.6111547557840615,0.3469474501612038,3777,2012,21,1,0
420,1,1,2,0,5,1,2,0.4409537482187534,0.4356653956859462,0.7583547557840616,0.4158786827620192,3487,2012,24,4,0
421,1,1,2,0,6,0,1,0.29328084293816264,0.23181843002552804,0.4070262210796914,0.814262250768145,2732,2012,25,5,0
422,1,1,2,0,0,0,1,0.2785144384450037,0.2484009480375056,0.42159383033419007,0.34589129815149583,3389,2012,26,6,0
425,1,1,2,0,3,1,2,0.3610182110550322,0.35362439526905337,0.8275403598971721,0.28937850864843484,1834,2012,29,2,0
427,1,1,3,0,5,1,2,0.37239110188059643,0.3685516805403435,0.6756637532133675,0.21533316293503774,3194,2012,2,4,0
428,1,1,3,0,6,0,2,0.44939259776066076,0.43897454853231654,0.6388174807197942,0.2503398407158286,4066,2012,3,5,0
429,1,1,3,0,0,0,1,0.33758258794592555,0.2939664469490686,0.4147383033419022,0.625819194134374,3423,2012,4,6,0
430,1,1,3,0,1,1,1,0.23315704614191296,0.2127799719201119,0.5205655526992287,0.3970302650313912,3333,2012,5,0,0
431,1,1,3,0,2,1,1,0.25214350828809706,0.23098753206767308,0.4695804627249356,0.3364681714091426,3956,2012,6,1,0
435,1,1,3,0,6,0,1,0.2890620510492805,0.2608171625451677,0.36032596401028266,0.39030378870726773,4118,2012,10,5,0
449,2,1,3,0,6,0,2,0.5612013418112527,0.5351132488976491,0.9104544987146528,0.3189550934121003,3372,2012,24,5,0
478,2,1,4,0,0,0,3,0.4272417252567793,0.4074870600441255,0.8590406169665807,0.6474075472016624,1027,2012,22,6,0
479,2,1,4,0,1,1,2,0.3323094145258587,0.29147769098051723,0.7883465295629819,0.5585652521227463,3214,2012,23,0,0
500,2,1,5,0,1,1,2,0.6508592133579634,0.6180284642275458,0.8119105398457582,0.3620430654638941,2843,2012,14,0,0
518,2,1,6,0,5,1,2,0.7531759920996066,0.6942426778594177,0.7767784061696656,0.4158700257783331,4127,2012,1,4,0
627,3,1,9,0,2,1,2,0.7141474205119105,0.6379371993409522,0.8971722365038559,0.6756314782643699,4073,2012,18,1,0
646,4,1,10,0,0,0,2,0.4515013608230303,0.4472717143958255,0.7283629820051413,0.20723455469666252,3510,2012,7,6,0
668,4,1,10,0,1,1,3,0.482091082868819,0.4729822962291671,0.9048843187660667,0.6769581610142694,22,2012,29,0,0
669,4,1,10,0,2,1,2,0.32789822648722866,0.303007876860135,0.8487969151670951,0.36272913142102,1096,2012,30,1,0
683,4,1,11,0,2,1,2,0.35973346044980703,0.320486924580193,0.6816627249357325,0.6419969323978307,4094,2012,13,1,0
692,4,1,11,1,4,0,1,0.35551466856092495,0.35611971441262724,0.5968298200514137,0.01615068518943752,2425,2012,22,3,0
693,4,1,11,0,5,1,1,0.3913775640267806,0.3934090496207534,0.5848329048843186,0.22207911747245507,3910,2012,23,4,0
694,4,1,11,0,6,0,1,0.27745879114967587,0.22271793153925876,0.416023650385604,0.7173667966152057,2277,2012,24,5,0
695,4,1,11,0,0,0,1,0.23632145649961034,0.23432293761413356,0.48157634961439577,0.22744428311193454,2424,2012,25,6,0
697,4,1,11,0,2,1,2,0.2943364902334905,0.2657933618472659,0.8089120822622107,0.4158678615324115,3959,2012,27,1,0
709,4,1,12,0,0,0,2,0.41141967346829245,0.408329771717021,0.9310200514138817,0.24362202137539124,3228,2012,9,6,0
716,4,1,12,0,0,0,2,0.3839943617802011,0.3818040435458786,0.8624678663239074,0.11975573454831212,3786,2012,16,6,0
720,4,1,12,0,4,1,2,0.34285702713013555,0.3362280435542795,0.6868041131105397,0.18840777942524983,4128,2012,20,3,0
721,1,1,12,0,5,1,2,0.33863823524125336,0.29232040265341286,0.5724082262210796,0.7119821527624326,3623,2012,21,4,0
722,1,1,12,0,6,0,1,0.2616367393611891,0.20614066406729925,0.4537275064267351,0.7833221910739138,1749,2012,22,5,0
723,1,1,12,0,0,0,1,0.23632145649961034,0.23680119250264883,0.5299917737789201,0.18974961189660008,1787,2012,23,6,0
724,1,1,12,0,1,1,2,0.21793116926481637,0.23605167791507353,0.8136802056555269,0.0688708501396047,920,2012,24,0,0
725,1,1,12,1,2,0,2,0.29387701784955284,0.2827355418504792,0.7555609254498713,0.26688982927778887,1013,2012,25,1,0
726,1,1,12,0,3,1,3,0.23315704614191296,0.1854272836961281,0.8466149100257068,0.5868086613987477,441,2012,26,2,0
727,1,1,12,0,4,1,2,0.24687033486803017,0.19370869793958306,0.671379948586118,0.6594991891652654,2114,2012,27,3,0
728,1,1,12,0,5,1,2,0.24581468757270236,0.23099278260769113,0.6066838046272492,0.2382027495878734,3095,2012,28,4,0
729,1,1,12,0,6,0,2,0.24581468757270236,0.21439320034065495,0.774207712082262,0.1709206723792659,1341,2012,29,5,0
730,1,1,12,0,0,0,1,0.2489790979303997,0.20034800579239564,0.4970005141388174,0.6608431858825372,1796,2012,30,6,0
731,1,1,12,0,1,1,2,0.19834853220724208,0.1895673345003533,0.5938303341902312,0.23685009588691552,2729,2012,31,0,0
